iter	RMSE
317	26.29121453
318	26.29055036
319	26.29004523
320	26.28948436
321	26.28885254
322	26.28839325
323	26.28771202
324	26.28717226
325	26.28664405
326	26.28608353
327	26.28559811
328	26.28497172
329	26.28439965
330	26.28364911
331	26.28306242
332	26.28254012
333	26.28186261
334	26.28131006
335	26.28089002
336	26.28038405
337	26.27985643
338	26.27923385
339	26.27856846
340	26.27814874
341	26.27762752
342	26.27696286
343	26.2763266
344	26.27561569
345	26.27503109
346	26.27455616
347	26.27381483
348	26.27345312
349	26.27301437
350	26.27251179
351	26.27188384
352	26.27135469
353	26.27090166
354	26.27036251
355	26.26976773
356	26.26930339
357	26.2686238
358	26.26807166
359	26.26737701
360	26.26686961
361	26.2664871
362	26.26593609
363	26.26533403
364	26.26482625
365	26.26423984
366	26.26363016
367	26.26302468
368	26.26244236
369	26.26179116
370	26.26122829
371	26.2607246
372	26.26029312
373	26.25967069
374	26.25917081
375	26.25869545
376	26.25808633
377	26.25752438
378	26.25693654
379	26.25641204
380	26.25585777
381	26.2553562
382	26.25484137
383	26.25423918
384	26.25363975
385	26.25304986
386	26.25262285
387	26.25204878
388	26.25143239
389	26.25085347
390	26.25024764
391	26.24964607
392	26.24896529
393	26.24840318
394	26.24792401
395	26.24733985
396	26.24668541
397	26.24612304
398	26.24548916
399	26.24492614
400	26.24430118
401	26.24378905
402	26.24351055
403	26.24291775
404	26.24233695
405	26.24180467
406	26.24121366
407	26.24059209
408	26.24001734
409	26.23939223
410	26.23888
411	26.23841232
412	26.23786499
413	26.23742137
414	26.23671351
415	26.23618878
416	26.23561674
417	26.23504252
418	26.23458191
419	26.23412119
420	26.23355842
421	26.23297183
422	26.23240073
423	26.23195051
424	26.23157201
425	26.2310807
426	26.23061659
427	26.230119
428	26.22953369
429	26.22904468
430	26.22841894
431	26.22790426
432	26.22751723
433	26.2268102
434	26.22633769
435	26.22568786
436	26.22515429
437	26.22463105
438	26.22392023
439	26.22344711
440	26.22302598
441	26.22236781
442	26.22175767
443	26.22121421
444	26.22071392
445	26.22025705
446	26.219766
447	26.2191939
448	26.21878826
449	26.218218
450	26.21774078
451	26.21726018
452	26.21691032
453	26.21644788
454	26.21596583
455	26.21531058
456	26.21463632
457	26.21418935
458	26.21358601
459	26.21308831
460	26.21247251
461	26.21199072
462	26.21144983
463	26.21080357
464	26.21026084
465	26.20976563
466	26.20925132
467	26.2087756
468	26.20837236
469	26.20773462
470	26.20728396
471	26.2066238
472	26.20620346
473	26.20559569
474	26.20496261
475	26.20436847
476	26.20387295
477	26.20327513
478	26.20281709
479	26.20221729
480	26.20182629
481	26.20139434
482	26.200775
483	26.2001266
484	26.19961009
485	26.1992449
486	26.19857597
487	26.1982284
488	26.19776535
489	26.19722819
490	26.19663976
491	26.19614617
492	26.19564556
493	26.19525929
494	26.19458554
495	26.1941286
496	26.19375171
497	26.19333427
498	26.19285844
499	26.19225108
500	26.19168563
501	26.19129546
502	26.19072045
503	26.19013124
504	26.18976356
505	26.18931042
506	26.18878399
507	26.18826841
508	26.18781163
509	26.18741508
510	26.18685272
511	26.18632409
512	26.18571012
513	26.18511464
514	26.18462354
515	26.18403702
516	26.1835357
517	26.18308884
518	26.18244005
519	26.18195719
520	26.18131628
521	26.18063864
522	26.17994323
523	26.17926081
524	26.17874608
525	26.1781529
526	26.17755874
527	26.17696432
528	26.17652145
529	26.17600452
530	26.17540173
531	26.17471451
532	26.17421828
533	26.17371973
534	26.17327224
535	26.17270982
536	26.17222128
537	26.17173108
538	26.17102352
539	26.17046455
540	26.16991859
541	26.16934657
542	26.16874293
543	26.16814802
544	26.16767003
545	26.16718731
546	26.16655048
547	26.16610817
548	26.16555174
549	26.16511468
550	26.16458085
551	26.16405672
552	26.16333981
553	26.16295772
554	26.16254247
555	26.16195053
556	26.16123255
557	26.16073737
558	26.16018044
559	26.15957993
560	26.15900752
561	26.1584194
562	26.1579001
563	26.15745043
564	26.15694244
565	26.15632388
566	26.1557122
567	26.15513194
568	26.15454967
569	26.15395343
570	26.15333306
571	26.15273246
572	26.15210529
573	26.15167967
574	26.15131569
575	26.15059839
576	26.15003832
577	26.1493607
578	26.14864168
579	26.14826738
580	26.14783097
581	26.14742246
582	26.14701186
583	26.14652797
584	26.14602412
585	26.14560868
586	26.14520289
587	26.14474553
588	26.14424467
589	26.14370511
590	26.14311697
591	26.14255842
592	26.14200106
593	26.14150894
594	26.14088273
595	26.14032879
596	26.13973414
597	26.13924116
598	26.13856567
599	26.13798033
600	26.13739417
601	26.1368176
602	26.13621349
603	26.13568478
604	26.1351745
605	26.13460506
606	26.13403842
607	26.13351302
608	26.13297997
609	26.13236285
610	26.13180234
611	26.13121655
612	26.13070447
613	26.13023248
614	26.12965765
615	26.12916312
616	26.12864425
617	26.1282515
618	26.12777033
619	26.1272164
620	26.1264363
621	26.12591817
622	26.12530667
623	26.12475959
624	26.12425141
625	26.12371593
626	26.12317283
627	26.12277372
628	26.12236832
629	26.12190399
630	26.12127195
631	26.12074924
632	26.12017343
633	26.11954908
634	26.11910713
635	26.11853624
636	26.11789722
637	26.11742517
638	26.11683971
639	26.11643257
640	26.11593241
641	26.1154415
642	26.11507684
643	26.11463955
644	26.11418834
645	26.1137359
646	26.11328927
647	26.11283334
648	26.11223275
649	26.11162809
650	26.11119807
651	26.11063822
652	26.1101748
653	26.10960383
654	26.10913017
655	26.1086902
656	26.1082287
657	26.10767708
658	26.10722103
659	26.10664987
660	26.10598661
661	26.10545834
662	26.10492043
663	26.10432557
664	26.10391747
665	26.10338815
666	26.10275253
667	26.10214849
668	26.101506
669	26.10111434
670	26.10049221
671	26.10005468
672	26.09978627
673	26.0992042
674	26.09873784
675	26.09826868
676	26.0977612
677	26.09736334
678	26.09691893
679	26.09643209
680	26.09596612
681	26.09532461
682	26.09467169
683	26.09417144
684	26.09365122
685	26.09320231
686	26.09266766
687	26.0921876
688	26.09171085
689	26.09114719
690	26.09070776
691	26.09019674
692	26.08948033
693	26.08905929
694	26.08848752
695	26.08781985
696	26.08729932
697	26.08669233
698	26.08599965
699	26.08550875
700	26.08496502
701	26.08442774
702	26.08396126
703	26.08358492
704	26.08298062
705	26.08258379
706	26.08215731
707	26.08162225
708	26.08124829
709	26.08075987
710	26.08016179
711	26.07963681
712	26.07915351
713	26.07857681
714	26.07810934
715	26.07747578
716	26.07701098
717	26.07646821
718	26.07601744
719	26.07545891
720	26.0749378
721	26.07433758
722	26.07395565
723	26.07339365
724	26.07279926
725	26.07224678
726	26.07149774
727	26.07095778
728	26.07037762
729	26.06982902
730	26.06932103
731	26.06864335
732	26.06817622
733	26.06760694
734	26.06702215
735	26.06648969
736	26.06605185
737	26.0654845
738	26.06485375
739	26.06436336
740	26.06370662
741	26.06316938
742	26.06276686
743	26.06222754
744	26.06164502
745	26.06119239
746	26.06071911
747	26.06022533
748	26.05974901
749	26.059277
750	26.05877207
751	26.05822685
752	26.05779374
753	26.05728814
754	26.05676519
755	26.05626011
756	26.05572723
757	26.0552787
758	26.05476929
759	26.05426135
760	26.05385352
761	26.05327591
762	26.05281234
763	26.05215703
764	26.05164927
765	26.05121519
766	26.0505652
767	26.05004148
768	26.04951418
769	26.04899398
770	26.04848165
771	26.04803024
772	26.04751225
773	26.04707944
774	26.04661363
775	26.04613095
776	26.04567505
777	26.04518389
778	26.0446818
779	26.0442078
780	26.04364305
781	26.04314483
782	26.04252812
783	26.04203163
784	26.04166719
785	26.04111679
786	26.0406026
787	26.04003376
788	26.03959743
789	26.03896004
790	26.03833815
791	26.03782117
792	26.03737664
793	26.03690267
794	26.0364481
795	26.03613975
796	26.03572593
797	26.0350067
798	26.03461032
799	26.03413172
800	26.03348454
801	26.03303318
802	26.03249086
803	26.03203108
804	26.03154813
805	26.03113279
806	26.03073106
807	26.03035451
808	26.02986514
809	26.02928001
810	26.02890979
811	26.0284287
812	26.02788256
813	26.02739486
814	26.02686421
815	26.0265205
816	26.02610972
817	26.02561504
818	26.02509439
819	26.0246698
820	26.02412931
821	26.02364777
822	26.02308219
823	26.02260827
824	26.02213567
825	26.02167257
826	26.02113493
827	26.02054471
828	26.01994393
829	26.01950408
830	26.01914338
831	26.01857471
832	26.01806398
833	26.01752409
834	26.01672507
835	26.01625521
836	26.01587543
837	26.0153601
838	26.01480272
839	26.01421484
840	26.01384917
841	26.01346064
842	26.01294508
843	26.01243152
844	26.01186438
845	26.01112755
846	26.01063737
847	26.01013088
848	26.00968477
849	26.00923629
850	26.00882906
851	26.00834106
852	26.00777133
853	26.00718769
854	26.00669094
855	26.00625899
856	26.00588454
857	26.0054722
858	26.00489954
859	26.00441258
860	26.00391396
861	26.00341344
862	26.00286815
863	26.00244486
864	26.001892
865	26.00132317
866	26.00080871
867	26.00037192
868	25.99982393
869	25.99946237
870	25.99906031
871	25.99869799
872	25.99806594
873	25.99760786
874	25.99716316
875	25.99659953
876	25.99612385
877	25.99560659
878	25.99510801
879	25.99464222
880	25.99420944
881	25.99393945
882	25.99336812
883	25.99276084
884	25.99210679
885	25.99148181
886	25.99095878
887	25.99063398
888	25.99015506
889	25.98956062
890	25.98904322
891	25.98840956
892	25.98799774
893	25.98748146
894	25.98704468
895	25.98658854
896	25.98605192
897	25.98553338
898	25.98513439
899	25.98478359
900	25.9844016
901	25.98403541
902	25.98346973
903	25.98290395
904	25.98259508
905	25.98208662
906	25.98156041
907	25.98111703
908	25.98057227
909	25.97985904
910	25.97925138
911	25.97873403
912	25.97827287
913	25.97775107
914	25.97712734
915	25.9765669
916	25.97613203
917	25.97550923
918	25.97489308
919	25.97439251
920	25.97383948
921	25.97338731
922	25.97287176
923	25.97243796
924	25.971918
925	25.97140465
926	25.9709123
927	25.97042598
928	25.96984332
929	25.96925342
930	25.96871903
931	25.96823544
932	25.96774641
933	25.96733687
934	25.96676548
935	25.96638345
936	25.96584045
937	25.96546027
938	25.96485663
939	25.96423322
940	25.96384701
941	25.96343308
942	25.96285392
943	25.96234182
944	25.96186487
945	25.96133845
946	25.96082195
947	25.96032762
948	25.95975641
949	25.95912009
950	25.95860571
951	25.95806019
952	25.95747055
953	25.95690382
954	25.95642176
955	25.95598605
956	25.95541596
957	25.95507937
958	25.95455599
959	25.95418946
960	25.95362378
961	25.95315556
962	25.95260074
963	25.95216494
964	25.95183394
965	25.95140689
966	25.95093219
967	25.95038665
968	25.95003049
969	25.9495301
970	25.94900402
971	25.94858437
972	25.94814792
973	25.94766757
974	25.94728045
975	25.94696648
976	25.94640412
977	25.94587513
978	25.94558236
979	25.94510068
980	25.94458521
981	25.94409665
982	25.94373907
983	25.94319335
984	25.94266727
985	25.94206458
986	25.94147927
987	25.94094102
988	25.94039073
989	25.93999431
990	25.93956851
991	25.939055
992	25.93855375
993	25.93801691
994	25.93754314
995	25.93708184
996	25.93641044
997	25.93594675
998	25.93544196
999	25.93503043
